IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
123001,,17,11/01/2019,,19,14,11/01/2019
123002,,11,11/08/2019,,20,24,12/08/2019
123003,,4,28/02/2019,,22,22,28/02/2019
123004,,5,08/08/2019,,21,23,08/08/2019
123005,,8,13/05/2019,,5,11,13/05/2019
123006,,15,13/09/2019,,21,19,13/09/2019
123007,,12,12/04/2019,,15,21,13/04/2019
123008,,22,05/08/2019,,18,16,05/08/2019
123009,,4,10/11/2019,,7,22,11/11/2019
123010,,11,14/03/2019,,19,23,14/03/2019
123011,,4,25/07/2019,,7,7,25/07/2019
123012,,17,26/08/2019,,6,22,26/08/2019
123013,,13,23/01/2019,,13,6,24/01/2019
123014,,12,12/12/2019,,10,15,13/12/2019
123015,,20,09/02/2019,,21,23,10/02/2019
123016,,18,15/01/2019,,15,23,15/01/2019
123017,,22,13/02/2019,,23,15,13/02/2019
123018,,5,23/01/2019,,2,18,24/01/2019
123019,,12,04/05/2019,,1,23,05/05/2019
123020,,4,11/01/2020,,17,16,12/01/2020
123021,,4,18/07/2019,,19,24,19/07/2019
123022,,12,10/07/2019,,15,15,10/07/2019
123023,,17,27/01/2019,,16,19,28/01/2019
123024,,15,12/01/2019,,11,14,13/01/2019
123025,,13,30/06/2019,,18,23,01/07/2019
123026,,20,24/08/2019,,14,23,24/08/2019
123027,,11,29/12/2019,,14,16,30/12/2019
123028,,18,06/10/2019,,16,10,07/10/2019
123029,,8,30/09/2019,,10,23,01/10/2019
123030,,11,13/08/2019,,19,9,13/08/2019
123031,,12,11/06/2019,,11,21,11/06/2019
123032,,8,30/04/2019,,18,20,01/05/2019
123033,,13,17/09/2019,,13,21,17/09/2019
123034,,17,05/06/2019,,18,22,05/06/2019
123035,,4,29/05/2019,,11,9,29/05/2019
123036,,17,26/09/2019,,3,23,27/09/2019
123037,,13,25/06/2019,,22,17,25/06/2019
123038,,15,22/04/2019,,12,23,22/04/2019
123039,,18,17/09/2019,,17,22,18/09/2019
123040,,13,24/05/2019,,6,14,25/05/2019
123041,,8,20/10/2019,,17,23,20/10/2019
123042,,12,04/05/2019,,23,24,05/05/2019
123043,,12,11/04/2019,,3,13,11/04/2019
123044,,5,27/05/2019,,12,24,28/05/2019
123045,,13,07/04/2019,,5,13,08/04/2019
123046,,22,26/03/2019,,1,24,26/03/2019
123047,,12,12/04/2019,,10,23,12/04/2019
123048,,13,13/10/2019,,0,21,14/10/2019
123049,,17,03/01/2019,,7,21,04/01/2019
123050,,4,29/09/2019,,1,10,30/09/2019
123051,,4,11/04/2019,,7,22,11/04/2019
123052,,20,30/01/2019,,17,18,30/01/2019
123053,,22,03/04/2019,,13,6,03/04/2019
123054,,5,31/01/2019,,16,13,01/02/2019
123055,,13,14/06/2019,,7,24,15/06/2019
123056,,20,30/10/2019,,2,9,30/10/2019
123057,,12,08/10/2019,,6,16,09/10/2019
123058,,15,09/05/2019,,23,23,10/05/2019
123059,,14,02/09/2019,,4,17,02/09/2019
123060,,4,02/01/2020,,10,11,03/01/2020
123061,,15,25/04/2019,,8,15,26/04/2019
123062,,15,24/11/2019,,22,24,25/11/2019
123063,,5,27/01/2019,,12,23,28/01/2019
123064,,8,14/12/2019,,23,24,14/12/2019
123065,,12,24/05/2019,,15,24,25/05/2019
123066,,22,06/06/2019,,8,22,07/06/2019
123067,,4,15/03/2019,,8,15,16/03/2019
123068,,5,02/07/2019,,7,19,03/07/2019
123069,,20,21/09/2019,,13,24,21/09/2019
123070,,5,28/05/2019,,9,14,28/05/2019
123071,,17,03/02/2019,,22,10,03/02/2019
123072,,22,23/10/2019,,22,21,23/10/2019
123073,,5,14/11/2019,,14,24,15/11/2019
123074,,18,18/03/2019,,8,11,19/03/2019
123075,,13,07/09/2019,,23,20,07/09/2019
123076,,18,18/09/2019,,6,14,18/09/2019
123077,,12,16/11/2019,,22,17,16/11/2019
123078,,22,23/07/2019,,10,13,23/07/2019
123079,,4,08/05/2019,,2,24,08/05/2019
123080,,5,26/03/2019,,9,13,26/03/2019
123081,,22,14/12/2019,,3,21,15/12/2019
123082,,15,22/07/2019,,11,18,23/07/2019
123083,,18,13/11/2019,,13,23,14/11/2019
123084,,12,20/01/2019,,7,19,21/01/2019
123085,,12,19/12/2019,,23,14,19/12/2019
123086,,5,08/02/2019,,8,11,09/02/2019
123087,,4,02/07/2019,,1,17,02/07/2019
123088,,17,04/05/2019,,20,24,04/05/2019
123089,,5,29/09/2019,,17,23,29/09/2019
123090,,5,11/08/2019,,21,24,12/08/2019
123091,,17,09/09/2019,,7,22,09/09/2019
123092,,20,14/02/2019,,13,22,15/02/2019
123093,,20,17/08/2019,,9,11,17/08/2019
123094,,20,21/03/2019,,20,8,21/03/2019
123095,,15,21/01/2019,,20,24,22/01/2019
123096,,4,14/01/2019,,5,19,14/01/2019
123097,,17,05/02/2019,,23,23,05/02/2019
123098,,13,01/09/2019,,11,0,01/09/2019
123099,,13,21/06/2019,,14,23,22/06/2019
123100,,13,14/10/2019,,16,18,14/10/2019
123101,,18,25/05/2019,,17,16,26/05/2019
123102,,18,03/05/2019,,19,4,04/05/2019
123103,,14,23/08/2019,,14,16,24/08/2019
123104,,12,14/07/2019,,14,18,15/07/2019
123105,,15,14/02/2019,,23,11,14/02/2019
123106,,4,21/10/2019,,5,19,22/10/2019
123107,,5,25/10/2019,,20,23,26/10/2019
123108,,12,29/03/2019,,15,15,30/03/2019
123109,,18,10/12/2019,,10,23,10/12/2019
123110,,18,19/02/2019,,20,23,19/02/2019
123111,,11,04/02/2019,,8,22,04/02/2019
123112,,15,05/10/2019,,15,20,05/10/2019
123113,,15,23/11/2019,,23,14,23/11/2019
123114,,4,30/07/2019,,6,18,31/07/2019
123115,,12,10/04/2019,,17,11,11/04/2019
123116,,13,27/02/2019,,14,18,28/02/2019
123117,,8,26/11/2019,,18,22,27/11/2019
123118,,14,14/05/2019,,17,4,14/05/2019
123119,,11,01/07/2019,,11,7,01/07/2019
123120,,17,31/01/2019,,15,18,31/01/2019
123121,,4,26/07/2019,,4,8,26/07/2019
123122,,14,20/01/2019,,16,23,21/01/2019
123123,,13,02/03/2019,,6,24,02/03/2019
123124,,17,02/12/2019,,6,21,02/12/2019
123125,,5,14/11/2019,,7,24,15/11/2019
123126,,14,08/05/2019,,6,24,09/05/2019
123127,,20,29/10/2019,,19,24,30/10/2019
123128,,8,05/11/2019,,19,24,05/11/2019
123129,,20,08/06/2019,,5,13,09/06/2019
123130,,20,14/01/2019,,16,23,14/01/2019
123131,,14,17/08/2019,,11,21,18/08/2019
123132,,14,19/11/2019,,14,21,19/11/2019
123133,,20,13/04/2019,,6,24,14/04/2019
123134,,14,16/03/2019,,11,10,17/03/2019
123135,,8,11/01/2019,,2,10,11/01/2019
123136,,4,11/07/2019,,22,6,12/07/2019
123137,,8,22/09/2019,,10,15,23/09/2019
123138,,5,27/11/2019,,3,14,28/11/2019
123139,,12,14/03/2019,,11,18,15/03/2019
123140,,17,23/05/2019,,10,2,24/05/2019
123141,,20,03/05/2019,,17,20,04/05/2019
123142,,13,08/10/2019,,16,20,08/10/2019
123143,,14,25/09/2019,,17,13,25/09/2019
123144,,11,09/03/2019,,22,19,09/03/2019
123145,,20,28/05/2019,,9,7,29/05/2019
123146,,14,30/04/2019,,6,22,30/04/2019
123147,,13,03/08/2019,,21,23,03/08/2019
123148,,12,22/08/2019,,4,24,23/08/2019
123149,,11,18/10/2019,,17,17,19/10/2019
123150,,8,02/07/2019,,12,14,02/07/2019
123151,,13,26/05/2019,,9,3,27/05/2019
123152,,18,29/07/2019,,23,23,29/07/2019
123153,,11,30/03/2019,,5,14,30/03/2019
123154,,22,08/09/2019,,9,24,08/09/2019
123155,,18,09/03/2019,,0,24,09/03/2019
123156,,4,25/09/2019,,10,18,25/09/2019
123157,,13,17/08/2019,,16,24,18/08/2019
123158,,14,02/09/2019,,20,21,02/09/2019
123159,,15,22/12/2019,,19,19,23/12/2019
123160,,13,10/12/2019,,6,16,10/12/2019
123161,,14,04/07/2019,,15,23,05/07/2019
123162,,15,27/03/2019,,9,23,27/03/2019
123163,,14,13/06/2019,,7,18,14/06/2019
123164,,8,11/08/2019,,12,11,12/08/2019
123165,,22,11/06/2019,,3,23,12/06/2019
123166,,8,17/10/2019,,7,11,18/10/2019
123167,,13,15/09/2019,,6,12,16/09/2019
123168,,18,29/03/2019,,1,18,29/03/2019
123169,,14,03/11/2019,,0,15,04/11/2019
123170,,15,24/09/2019,,19,18,24/09/2019
123171,,20,28/08/2019,,4,15,28/08/2019
123172,,12,15/12/2019,,19,19,16/12/2019
123173,,12,25/08/2019,,18,21,25/08/2019
123174,,13,13/07/2019,,15,12,14/07/2019
123175,,17,04/11/2019,,19,24,04/11/2019
123176,,4,16/06/2019,,14,20,16/06/2019
123177,,11,20/05/2019,,12,23,20/05/2019
123178,,15,09/03/2019,,17,19,10/03/2019
123179,,17,21/12/2019,,10,19,21/12/2019
123180,,15,06/04/2019,,18,17,06/04/2019
123181,,4,18/05/2019,,6,17,18/05/2019
123182,,5,23/02/2019,,1,22,24/02/2019
123183,,5,16/06/2019,,4,17,17/06/2019
123184,,4,14/11/2019,,0,12,14/11/2019
123185,,11,26/03/2019,,1,7,26/03/2019
123186,,17,09/10/2019,,16,21,09/10/2019
123187,,5,19/01/2019,,0,16,19/01/2019
123188,,18,26/07/2019,,3,23,27/07/2019
123189,,5,06/02/2019,,20,20,06/02/2019
123190,,14,08/02/2019,,7,12,08/02/2019
123191,,12,31/05/2019,,12,17,01/06/2019
123192,,5,04/10/2019,,10,23,04/10/2019
123193,,4,31/03/2019,,14,13,31/03/2019
123194,,15,26/11/2019,,7,21,27/11/2019
123195,,5,23/01/2019,,7,18,23/01/2019
123196,,15,23/10/2019,,19,17,24/10/2019
123197,,11,16/07/2019,,7,21,16/07/2019
123198,,18,07/08/2019,,14,18,07/08/2019
123199,,5,23/09/2019,,20,20,24/09/2019
123200,,20,27/04/2019,,14,1,27/04/2019
123201,,13,26/03/2019,,22,16,26/03/2019
123202,,18,04/07/2019,,12,24,04/07/2019
123203,,13,10/06/2019,,6,23,10/06/2019
123204,,14,14/06/2019,,10,19,14/06/2019
123205,,13,04/10/2019,,11,15,04/10/2019
123206,,17,18/02/2019,,8,22,19/02/2019
123207,,22,30/09/2019,,7,13,30/09/2019
123208,,5,07/09/2019,,20,14,07/09/2019
123209,,13,13/02/2019,,2,21,13/02/2019
123210,,11,25/02/2019,,19,12,25/02/2019
123211,,18,28/01/2019,,21,23,29/01/2019
123212,,22,27/05/2019,,9,24,27/05/2019
123213,,17,07/05/2019,,0,17,07/05/2019
123214,,20,16/02/2019,,3,15,17/02/2019
123215,,14,27/01/2019,,16,10,28/01/2019
123216,,13,18/06/2019,,23,17,19/06/2019
123217,,5,05/01/2019,,13,15,05/01/2019
123218,,13,11/05/2019,,13,19,11/05/2019
123219,,14,22/11/2019,,17,15,22/11/2019
123220,,15,08/04/2019,,5,18,08/04/2019
123221,,22,19/08/2019,,10,23,20/08/2019
123222,,12,11/06/2019,,10,4,12/06/2019
123223,,15,04/04/2019,,20,20,04/04/2019
123224,,12,31/12/2019,,7,16,01/01/2020
123225,,11,21/03/2019,,19,13,22/03/2019
123226,,18,13/06/2019,,20,19,13/06/2019
123227,,14,26/07/2019,,15,22,27/07/2019
123228,,15,28/02/2019,,8,8,01/03/2019
123229,,8,19/10/2019,,4,13,20/10/2019
123230,,5,04/02/2019,,7,15,04/02/2019
123231,,17,25/10/2019,,15,3,25/10/2019
123232,,8,09/12/2019,,12,22,09/12/2019
123233,,11,21/06/2019,,8,23,22/06/2019
123234,,22,17/08/2019,,0,7,18/08/2019
123235,,18,13/07/2019,,4,20,14/07/2019
123236,,13,17/02/2019,,18,16,17/02/2019
123237,,20,28/07/2019,,3,23,29/07/2019
123238,,11,07/08/2019,,2,22,07/08/2019
123239,,22,25/10/2019,,8,16,26/10/2019
123240,,11,16/12/2019,,0,22,16/12/2019
123241,,5,09/08/2019,,16,21,10/08/2019
123242,,14,03/08/2019,,4,24,04/08/2019
123243,,13,18/01/2019,,10,23,18/01/2019
123244,,20,27/07/2019,,21,17,28/07/2019
123245,,13,03/06/2019,,6,20,03/06/2019
123246,,12,24/12/2019,,3,16,24/12/2019
123247,,8,28/07/2019,,13,13,28/07/2019
123248,,12,02/11/2019,,6,21,02/11/2019
123249,,14,15/11/2019,,22,23,16/11/2019
123250,,8,16/01/2019,,9,18,16/01/2019
123251,,18,19/12/2019,,9,22,20/12/2019
123252,,13,17/02/2019,,5,24,18/02/2019
123253,,4,02/05/2019,,9,5,03/05/2019
123254,,11,10/04/2019,,0,14,11/04/2019
123255,,13,16/01/2019,,4,14,16/01/2019
123256,,11,27/09/2019,,10,18,27/09/2019
123257,,8,17/09/2019,,17,18,18/09/2019
123258,,11,23/03/2019,,16,21,23/03/2019
123259,,17,29/08/2019,,16,22,30/08/2019
123260,,20,07/01/2019,,1,7,08/01/2019
123261,,13,13/08/2019,,5,11,14/08/2019
123262,,11,11/07/2019,,2,1,12/07/2019
123263,,15,10/04/2019,,11,7,11/04/2019
123264,,12,21/04/2019,,17,16,21/04/2019
123265,,18,19/04/2019,,14,16,19/04/2019
123266,,5,16/12/2019,,9,19,17/12/2019
123267,,17,29/06/2019,,12,17,30/06/2019
123268,,11,20/04/2019,,0,24,21/04/2019
123269,,20,22/03/2019,,3,20,22/03/2019
123270,,17,14/03/2019,,13,18,15/03/2019
123271,,11,30/09/2019,,8,14,30/09/2019
123272,,5,16/10/2019,,9,7,16/10/2019
123273,,15,02/09/2019,,23,21,02/09/2019
123274,,13,07/10/2019,,11,19,08/10/2019
123275,,13,24/02/2019,,11,24,25/02/2019
123276,,5,09/08/2019,,13,12,09/08/2019
123277,,13,22/01/2019,,5,15,22/01/2019
123278,,14,09/02/2019,,15,15,10/02/2019
123279,,14,12/12/2019,,22,17,13/12/2019
123280,,22,02/12/2019,,13,22,03/12/2019
123281,,20,02/12/2019,,13,13,03/12/2019
123282,,12,16/12/2019,,11,23,17/12/2019
123283,,8,07/06/2019,,18,19,08/06/2019
123284,,5,11/03/2019,,21,19,12/03/2019
123285,,4,26/09/2019,,17,23,26/09/2019
123286,,15,10/06/2019,,4,19,10/06/2019
123287,,20,14/03/2019,,9,21,15/03/2019
123288,,20,08/09/2019,,7,14,08/09/2019
123289,,17,17/03/2019,,4,21,17/03/2019
123290,,14,02/10/2019,,11,22,03/10/2019
123291,,12,10/05/2019,,3,23,11/05/2019
123292,,17,14/08/2019,,20,10,14/08/2019
123293,,12,14/02/2019,,18,20,14/02/2019
123294,,11,26/09/2019,,11,20,27/09/2019
123295,,8,16/03/2019,,10,19,16/03/2019
123296,,4,17/08/2019,,19,10,17/08/2019
123297,,13,16/01/2019,,2,8,16/01/2019
123298,,17,15/07/2019,,2,10,15/07/2019
123299,,8,03/02/2019,,13,2,04/02/2019
123300,,12,06/01/2020,,23,21,07/01/2020
123301,,12,12/02/2019,,18,19,12/02/2019
123302,,5,01/08/2019,,6,23,01/08/2019
123303,,14,23/06/2019,,8,19,24/06/2019
123304,,15,14/04/2019,,20,23,15/04/2019
123305,,17,21/09/2019,,0,19,22/09/2019
123306,,15,04/09/2019,,7,20,04/09/2019
123307,,18,05/09/2019,,18,7,06/09/2019
123308,,14,24/06/2019,,10,24,24/06/2019
123309,,12,28/03/2019,,3,18,29/03/2019
123310,,11,01/06/2019,,20,20,02/06/2019
123311,,4,06/02/2019,,17,17,06/02/2019
123312,,20,11/06/2019,,23,23,11/06/2019
123313,,8,17/03/2019,,8,20,17/03/2019
123314,,12,02/05/2019,,13,23,02/05/2019
123315,,5,16/03/2019,,4,22,16/03/2019
123316,,5,12/03/2019,,14,19,12/03/2019
123317,,8,08/04/2019,,8,16,09/04/2019
123318,,22,02/08/2019,,7,10,03/08/2019
123319,,11,09/06/2019,,15,20,09/06/2019
123320,,15,09/11/2019,,3,16,09/11/2019
123321,,17,04/08/2019,,13,17,05/08/2019
123322,,4,17/02/2019,,22,22,18/02/2019
123323,,13,26/12/2019,,1,23,26/12/2019
123324,,17,28/10/2019,,23,24,28/10/2019
123325,,15,16/10/2019,,16,23,16/10/2019
123326,,17,25/09/2019,,19,17,26/09/2019
123327,,4,05/09/2019,,7,23,06/09/2019
123328,,4,16/09/2019,,16,16,17/09/2019
123329,,14,21/12/2019,,19,18,22/12/2019
123330,,13,20/02/2019,,14,22,20/02/2019
123331,,11,08/07/2019,,0,9,08/07/2019
123332,,5,11/09/2019,,3,21,11/09/2019
123333,,8,20/06/2019,,16,11,20/06/2019
123334,,5,13/06/2019,,15,18,13/06/2019
123335,,17,23/07/2019,,4,18,23/07/2019
123336,,20,16/11/2019,,14,19,17/11/2019
123337,,4,26/02/2019,,6,8,27/02/2019
123338,,8,22/12/2019,,16,16,23/12/2019
123339,,14,18/07/2019,,2,21,19/07/2019
123340,,12,22/06/2019,,21,23,22/06/2019
123341,,13,14/07/2019,,6,23,15/07/2019
123342,,12,03/10/2019,,13,11,04/10/2019
123343,,20,19/06/2019,,8,13,19/06/2019
123344,,15,02/07/2019,,8,21,03/07/2019
123345,,8,18/05/2019,,8,23,19/05/2019
123346,,4,26/09/2019,,0,23,26/09/2019
123347,,20,03/10/2019,,10,17,03/10/2019
123348,,18,29/03/2019,,0,20,30/03/2019
123349,,14,13/02/2019,,4,21,14/02/2019
123350,,8,20/07/2019,,21,13,21/07/2019
123351,,12,01/10/2019,,16,22,01/10/2019
123352,,17,18/10/2019,,6,14,19/10/2019
123353,,5,01/02/2019,,7,23,01/02/2019
123354,,15,27/06/2019,,3,21,28/06/2019
123355,,20,11/11/2019,,2,24,12/11/2019
123356,,11,15/11/2019,,15,13,15/11/2019
123357,,11,23/12/2019,,2,13,24/12/2019
123358,,14,30/07/2019,,0,24,30/07/2019
123359,,22,05/01/2019,,7,22,05/01/2019
123360,,17,29/11/2019,,17,12,29/11/2019
123361,,14,22/10/2019,,20,19,23/10/2019
123362,,12,09/06/2019,,19,21,10/06/2019
123363,,11,21/01/2019,,21,15,21/01/2019
123364,,17,27/12/2019,,23,12,28/12/2019
123365,,20,13/01/2020,,7,22,13/01/2020
123366,,18,19/04/2019,,4,22,19/04/2019
123367,,13,29/11/2019,,3,10,30/11/2019
123368,,5,13/05/2019,,18,19,13/05/2019
123369,,11,16/08/2019,,5,23,17/08/2019
123370,,15,09/06/2019,,1,16,09/06/2019
123371,,4,03/12/2019,,16,14,03/12/2019
123372,,8,17/04/2019,,1,21,17/04/2019
123373,,4,09/03/2019,,19,11,09/03/2019
123374,,14,30/04/2019,,2,16,01/05/2019
123375,,8,07/04/2019,,15,22,08/04/2019
123376,,18,09/07/2019,,12,7,09/07/2019
123377,,12,25/10/2019,,18,13,26/10/2019
123378,,12,26/03/2019,,3,22,27/03/2019
123379,,17,22/11/2019,,18,21,22/11/2019
123380,,15,15/11/2019,,15,22,15/11/2019
123381,,15,08/08/2019,,0,18,08/08/2019
123382,,15,24/07/2019,,12,12,24/07/2019
123383,,5,13/10/2019,,4,24,14/10/2019
123384,,18,09/02/2019,,13,7,09/02/2019
123385,,17,15/08/2019,,15,23,15/08/2019
123386,,22,21/05/2019,,11,12,22/05/2019
123387,,22,02/02/2019,,7,21,02/02/2019
123388,,22,05/12/2019,,10,22,05/12/2019
123389,,18,30/05/2019,,20,23,30/05/2019
123390,,11,08/04/2019,,5,24,08/04/2019
123391,,4,08/03/2019,,9,17,09/03/2019
123392,,5,09/08/2019,,15,22,10/08/2019
123393,,18,21/11/2019,,14,11,21/11/2019
123394,,12,31/07/2019,,12,22,01/08/2019
123395,,5,18/03/2019,,23,3,18/03/2019
123396,,12,20/02/2019,,14,24,20/02/2019
123397,,11,16/03/2019,,0,15,16/03/2019
123398,,20,05/09/2019,,21,24,05/09/2019
123399,,20,28/06/2019,,23,13,28/06/2019
123400,,5,20/04/2019,,14,19,21/04/2019
123401,,17,18/07/2019,,11,11,18/07/2019
123402,,12,01/04/2019,,4,20,02/04/2019
123403,,12,04/02/2019,,0,24,05/02/2019
123404,,20,12/04/2019,,15,18,13/04/2019
123405,,18,15/06/2019,,16,10,16/06/2019
123406,,20,15/01/2019,,13,24,15/01/2019
123407,,11,04/03/2019,,9,17,04/03/2019
123408,,12,22/12/2019,,3,15,22/12/2019
123409,,14,15/12/2019,,2,15,15/12/2019
123410,,18,11/12/2019,,19,9,12/12/2019
123411,,15,04/07/2019,,19,18,04/07/2019
123412,,4,03/08/2019,,22,23,03/08/2019
123413,,5,09/03/2019,,19,24,10/03/2019
123414,,11,28/03/2019,,0,24,29/03/2019
123415,,18,08/01/2019,,3,20,08/01/2019
123416,,17,03/02/2019,,1,17,03/02/2019
123417,,8,15/05/2019,,19,23,16/05/2019
123418,,20,07/09/2019,,22,21,07/09/2019
123419,,5,21/02/2019,,15,18,21/02/2019
123420,,5,20/11/2019,,18,18,21/11/2019
123421,,22,22/07/2019,,17,24,23/07/2019
123422,,22,22/09/2019,,7,20,22/09/2019
123423,,14,08/02/2019,,1,11,08/02/2019
123424,,5,03/01/2020,,12,24,03/01/2020
123425,,15,05/06/2019,,12,22,05/06/2019
123426,,14,05/03/2019,,10,18,05/03/2019
123427,,22,23/10/2019,,11,14,23/10/2019
123428,,5,12/06/2019,,1,24,12/06/2019
123429,,20,31/01/2019,,4,22,01/02/2019
123430,,22,02/06/2019,,0,16,02/06/2019
123431,,14,16/03/2019,,2,15,16/03/2019
123432,,14,06/04/2019,,3,4,07/04/2019
123433,,15,11/02/2019,,12,4,11/02/2019
123434,,18,28/06/2019,,15,22,29/06/2019
123435,,17,06/03/2019,,9,9,06/03/2019
123436,,18,15/05/2019,,14,8,16/05/2019
123437,,8,27/06/2019,,16,15,27/06/2019
123438,,11,28/12/2019,,5,18,29/12/2019
123439,,11,22/12/2019,,8,12,23/12/2019
123440,,14,23/02/2019,,5,13,23/02/2019
123441,,5,28/08/2019,,12,24,29/08/2019
123442,,5,08/06/2019,,11,21,08/06/2019
123443,,11,22/09/2019,,17,11,22/09/2019
123444,,20,23/07/2019,,9,24,24/07/2019
123445,,14,02/12/2019,,4,15,02/12/2019
123446,,5,08/02/2019,,12,22,09/02/2019
123447,,13,26/04/2019,,19,17,26/04/2019
123448,,15,21/07/2019,,8,22,22/07/2019
123449,,8,11/08/2019,,0,21,12/08/2019
123450,,22,01/06/2019,,13,15,02/06/2019
123451,,12,16/07/2019,,5,18,17/07/2019
123452,,14,13/09/2019,,19,18,13/09/2019
123453,,13,16/11/2019,,15,16,17/11/2019
123454,,8,24/07/2019,,13,16,24/07/2019
123455,,17,22/08/2019,,18,17,22/08/2019
123456,,12,19/10/2019,,20,13,19/10/2019
123457,,8,20/04/2019,,18,20,20/04/2019
123458,,18,21/02/2019,,16,24,22/02/2019
123459,,22,06/02/2019,,4,17,06/02/2019
123460,,20,13/03/2019,,6,22,13/03/2019
123461,,12,27/02/2019,,18,18,28/02/2019
123462,,8,11/11/2019,,7,24,11/11/2019
123463,,17,21/07/2019,,17,24,22/07/2019
123464,,12,19/08/2019,,11,17,20/08/2019
123465,,4,27/02/2019,,12,10,27/02/2019
123466,,15,07/08/2019,,7,9,07/08/2019
123467,,4,21/07/2019,,2,24,21/07/2019
123468,,5,12/05/2019,,19,21,13/05/2019
123469,,20,11/06/2019,,19,14,12/06/2019
123470,,15,23/01/2019,,8,21,23/01/2019
123471,,22,21/09/2019,,19,6,22/09/2019
123472,,20,30/11/2019,,0,23,30/11/2019
123473,,14,29/07/2019,,10,17,29/07/2019
123474,,22,01/05/2019,,13,20,01/05/2019
123475,,17,07/02/2019,,11,20,07/02/2019
123476,,8,31/03/2019,,17,12,01/04/2019
123477,,4,22/04/2019,,8,12,22/04/2019
123478,,17,14/08/2019,,18,23,14/08/2019
123479,,8,15/12/2019,,21,19,15/12/2019
123480,,22,27/05/2019,,6,13,28/05/2019
123481,,14,11/09/2019,,20,19,11/09/2019
123482,,17,25/02/2019,,15,15,26/02/2019
123483,,14,26/08/2019,,12,19,26/08/2019
123484,,15,16/12/2019,,2,24,16/12/2019
123485,,18,21/12/2019,,14,23,22/12/2019
123486,,17,14/03/2019,,18,21,15/03/2019
123487,,14,07/07/2019,,1,20,08/07/2019
123488,,5,13/09/2019,,17,24,14/09/2019
123489,,17,11/09/2019,,11,9,11/09/2019
123490,,20,25/03/2019,,20,15,25/03/2019
123491,,8,15/05/2019,,17,20,16/05/2019
123492,,22,13/10/2019,,20,17,13/10/2019
123493,,13,04/05/2019,,17,21,05/05/2019
123494,,17,08/08/2019,,14,24,08/08/2019
123495,,17,10/02/2019,,7,10,11/02/2019
123496,,4,01/09/2019,,18,14,01/09/2019
123497,,4,05/04/2019,,17,12,06/04/2019
123498,,5,30/07/2019,,13,20,31/07/2019
123499,,13,24/01/2019,,12,8,24/01/2019
123500,,20,18/12/2019,,11,24,19/12/2019
123501,,22,09/03/2019,,13,24,10/03/2019
123502,,17,13/09/2019,,9,21,13/09/2019
123503,,22,01/12/2019,,14,16,01/12/2019
123504,,11,02/06/2019,,11,21,03/06/2019
123505,,8,28/08/2019,,14,22,29/08/2019
123506,,14,19/09/2019,,21,23,20/09/2019
123507,,13,13/10/2019,,23,16,14/10/2019
123508,,20,13/06/2019,,7,11,14/06/2019
123509,,22,24/10/2019,,22,19,25/10/2019
123510,,20,10/05/2019,,3,21,10/05/2019
123511,,11,29/11/2019,,19,15,30/11/2019
123512,,8,17/11/2019,,13,6,18/11/2019
123513,,18,03/07/2019,,5,17,04/07/2019
123514,,22,31/10/2019,,9,16,01/11/2019
123515,,18,21/01/2019,,11,22,22/01/2019
123516,,14,10/08/2019,,19,24,11/08/2019
123517,,13,21/08/2019,,0,20,22/08/2019
123518,,15,08/02/2019,,5,21,09/02/2019
123519,,8,25/02/2019,,2,18,25/02/2019
123520,,22,27/02/2019,,9,16,27/02/2019
123521,,20,16/01/2019,,21,24,16/01/2019
123522,,12,30/01/2019,,19,24,31/01/2019
123523,,12,11/02/2019,,16,14,11/02/2019
123524,,12,16/03/2019,,17,20,16/03/2019
123525,,22,25/01/2019,,0,4,26/01/2019
123526,,15,05/03/2019,,10,20,06/03/2019
123527,,8,14/09/2019,,11,14,15/09/2019
123528,,5,11/09/2019,,14,8,11/09/2019
123529,,20,20/02/2019,,14,9,21/02/2019
123530,,4,05/12/2019,,4,24,05/12/2019
123531,,18,17/01/2019,,16,20,18/01/2019
123532,,12,12/10/2019,,14,21,12/10/2019
123533,,5,30/05/2019,,12,22,30/05/2019
123534,,22,02/07/2019,,3,22,03/07/2019
123535,,18,22/07/2019,,19,23,22/07/2019
123536,,22,02/08/2019,,9,19,02/08/2019
123537,,20,26/09/2019,,14,23,27/09/2019
123538,,15,09/11/2019,,23,24,09/11/2019
123539,,14,20/01/2019,,22,22,20/01/2019
123540,,22,11/01/2019,,8,16,11/01/2019
123541,,20,06/11/2019,,5,20,07/11/2019
123542,,12,17/12/2019,,21,23,17/12/2019
123543,,15,20/11/2019,,7,15,20/11/2019
123544,,18,25/11/2019,,16,24,26/11/2019
123545,,4,09/12/2019,,9,19,10/12/2019
123546,,4,02/06/2019,,12,3,03/06/2019
123547,,22,14/06/2019,,19,12,14/06/2019
123548,,13,23/09/2019,,4,23,23/09/2019
123549,,11,14/01/2019,,21,22,14/01/2019
123550,,22,17/07/2019,,13,24,18/07/2019
123551,,14,13/07/2019,,23,12,13/07/2019
123552,,20,03/06/2019,,7,19,04/06/2019
123553,,11,28/06/2019,,3,22,28/06/2019
123554,,20,29/08/2019,,8,22,29/08/2019
123555,,15,13/05/2019,,11,5,14/05/2019
123556,,12,04/01/2019,,7,23,04/01/2019
123557,,18,01/06/2019,,6,5,02/06/2019
